t,h,_entailment,_id,_similarity
Uma mulher está dançando e cantando com outras mulheres,Algumas mulheres estão dançando e cantando,Entailment,3144,4.8
"Um rinoceronte, que é filhote, está andando pelo curral com sua mãe",Um bebê rinoceronte está andando em torno de uma jaula com sua mãe,Entailment,3145,4.8
Uma pessoa está escrevendo,Uma pessoa está anotando algo com um lápis,Entailment,3146,4.6
Duas mulheres estão vestindo biquínis e estão andando na areia,Duas mulheres estão usando biquínis na praia que é arenosa,Entailment,3147,4.4
Um parque de patinação no gelo localizado ao ar livre está cheio de pessoas,A pista de patinação no gelo colocada ao ar livre está cheia de pessoas,Entailment,3148,4.9
O urso panda está descansando sobre os troncos,O urso panda está deitado sobre os troncos,Entailment,3149,4.7
Um homem está mostrando um macaco pequenino,Um homem está exibindo um macaco pequenino,Entailment,3150,4.6
Um homem está descansando em uma cadeira e esfregando seus olhos,Um homem está sentado em uma cadeira e esfregando seus olhos,Entailment,3151,4.3
Um grupo de pessoas está segurando bebidas e apontando para a câmera,Bebidas estão sendo seguradas por pessoas apontando para a câmera,Entailment,3152,4.8
Um caiaque amarelo está sendo navegado por um homem e um menino jovem,Um homem e um menino jovem estão andando em um caiaque amarelo,Entailment,3153,4.9
Um skatista está realizando acrobacias na pista,Um skatista está fazendo truques em uma pista,Entailment,3154,4.6
Um menino está olhando atentamente para o calendário,Um menino está checando um calendário,Entailment,3155,4.4
Um cachorro preto e branco com um grande galho está correndo na grama,Um cachorro preto e branco está carregando uma vara grande na grama verde,Entailment,3156,4.2
Um cachorro castanho e branco está brincando na grama,Um cachorro está brincando na grama verde,Entailment,3157,4.2
Um homem está segurando uma máscara em sua mão levantada,Uma máscara está sendo segurada por um homem em sua mão erguida,Entailment,3158,5
Crianças de camisas vermelhas estão brincando nas folhas,Crianças em camisas vermelhas estão brincando nas folhas,Entailment,3159,4.9
Uma criança está praticando com um instrumento,Uma criança está tocando um instrumento,Entailment,3160,4.5
Um homem está espalhando manteiga em um pedaço de pão que é grande,"Um pedaço de pão, que é grande, está tendo manteiga passada por um homem",Entailment,3161,4.7
Um homem está andando a cavalo,A pessoa está andando a cavalo,Entailment,3162,4.6
Uma família está assistindo um menino pequeno que está batendo em uma bola de beisebol,Uma família está observando um menino que está rebatendo uma bola de beisebol,Entailment,3163,4.6
Brócolis estão sendo cortados por uma mulher,Uma mulher está cortando brócolis,Entailment,3164,4.8
Um homem está perigosamente jogando facas na árvore,Um homem está perigosamente jogando facas em uma árvore,Entailment,3165,5
O homem está tocando o piano com seu nariz,Um homem está tocando o teclado com o nariz,Entailment,3166,4.5
Suco de laranja está sendo bebido por um homem que está andando em um dia ensolarado,Um homem está bebendo suco de laranja e andando em um dia ensolarado,Entailment,3167,5
Os homens estão colocando bagagens no porta-malas de um carro,Os homens estão colocando as bagagens no porta-malas de um carro,Entailment,3168,4.9
Uma mulher está dirigindo um carro e está conversando com o homem que está sentado ao seu lado,A mulher e o homem estão viajando de carro,Entailment,3169,4.4
Uma aeronave está decolando,Um avião está decolando,Entailment,3170,4.9
Língua de sinais está sendo usada por uma jovem menina,Uma menina jovem está usando língua de sinais,Entailment,3171,4.9
"Uma pessoa, que está de topless e com uma mochila, está em frente a uma pilha de pedras e nuvens estão ao fundo",Uma pessoa de topless com uma mochila está em frente a uma pilha de pedras e nuvens estão ao fundo,Entailment,3172,5
Pedestres e carros estão se movendo por um engarrafamento na cidade grande,Pedestres e carros estão se movendo por um engarrafamento em uma cidade grande,Entailment,3173,5
Um homem está escalando o penhasco com uma corda,Um homem está escalando um penhasco com uma corda,Entailment,3174,4.9
Uma mulher de roupa roxa está levando uma bicicleta entre duas colunas de pedra,Uma mulher de blusa que é roxa está levando uma bicicleta entre duas colunas de pedra,Entailment,3175,5
A menina jovem está soprando uma bolha que é grande,"A menina, que é jovem, está soprando uma bolha que é enorme",Entailment,3176,4.9
Um grande grupo de líderes de torcida está andando em um desfile,Muitos líderes de torcida estão andando no desfile,Entailment,3177,4.8
O elefante está sendo montado pela mulher,A mulher está andando de elefante,Entailment,3178,4.8
Uma mulher com uma camisa tingida de amarelo está surfando em uma prancha de surf rosa,Uma mulher de camisa amarela está surfando em uma prancha rosa,Entailment,3179,4.6
Um cachorro está perseguindo outro e está segurando um pedaço de madeira em sua boca,Um cachorro está perseguindo outro e está segurando uma vara na sua boca,Entailment,3180,4.6
Uma criança pequena em um suéter rosa está escalando uma escada de concreto,Uma criança pequenina de suéter rosa está escalando uma escadaria de concreto,Entailment,3181,4.8
Um grupo de jogadores de futebol está correndo no campo,Um grupo de pessoas jogando futebol está correndo no campo,Entailment,3182,4.8
Uma batata está sendo cortada por um homem,Um homem está cortando uma batata,Entailment,3183,4.7
Feno está sendo comido por uma vaca,Uma vaca está comendo grama,Entailment,3184,4.1
Um homem está quebrando azulejos com as mãos,Azulejos estão sendo quebrados com suas mãos por um homem,Entailment,3185,4.9
Uma menina está penteando seu cabelo,Uma menina está penteando o cabelo,Entailment,3186,4.6
Quatro pessoas estão andando na praia,Um grupo de pessoas está em uma praia,Entailment,3187,4.6
Uma criança loira está segurando uma garrafa amarela,"Uma criança, que tem cabelo loiro, está segurando uma garrafa amarela",Entailment,3188,4.9
Uma flauta está sendo tocada de maneira adorável por uma menina,Uma mulher está tocando flauta,Entailment,3189,3.7
Um cachorro preto está pulando de uma pedra em uma lagoa,Um cachorro preto está pulando de uma doca para dentro da água,Entailment,3190,4.5
Um menino está olhando um calendário,O menino está examinando um calendário,Entailment,3191,4.5
Uma pessoa está fatiando uma cebola,Uma cebola está sendo fatiada por uma pessoa,Entailment,3192,5
A mulher está cortando polvo cozido,Uma mulher está cortando um polvo,Entailment,3193,4.2
A pimenta está sendo fatiada por uma mulher com uma faca,Uma mulher está fatiando uma pimenta verde,Entailment,3194,4.9
Um homem e uma mulher estão caminhando pela floresta,O homem e a mulher estão andando através do bosque,Entailment,3195,5
Um macaco está chutando uma pessoa,Uma pessoa está sendo chutada por um macaco,Entailment,3196,4.9
Cereal está sendo comido pelo homem,O homem está comendo cereal,Entailment,3197,5
Um jogador de futebol de campo está chutando a bola dentro do gol,Uma pessoa que joga futebol de campo está chutando uma bola para o gol,Entailment,3198,4.9
Uma flauta está sendo tocada por uma menina,Uma menina está tocando um instrumento de sopro,Entailment,3199,4.4
Um homem está apertando os botões de um micro-ondas,Os botões de um micro-ondas estão sendo apertados por um homem,Entailment,3200,4.8
Um cachorro está abrindo uma lata de comida,Um cachorro está mordendo uma lata,Entailment,3201,3.3
Um homem está abrindo uma pequenina embalagem que contém fones de ouvido,Um homem está abrindo um pacote que contém fones de ouvido,Entailment,3202,4.3
O alho está sendo cortado em cubos por uma mulher,Uma mulher está picando alho,Entailment,3203,4.8
O esquilo está correndo em círculos,Um esquilo está correndo em círculos,Entailment,3204,4.6
Um cachorro cinza e sedoso está dormindo na grama e um cachorro castanho está olhando,Um cachorro sedoso cinza está deitado na grama e um cachorro castanho está olhando,Entailment,3205,4.5
"Quatro crianças do Oriente Médio, três meninas e um menino, estão subindo na gruta com um interior rosa",Um grupo de crianças está brincando em uma estrutura que é colorida,Entailment,3206,3.785
Um homem e uma mulher estão andando agradavelmente,Uma mulher e um homem estão caminhando,Entailment,3207,4.9
Um cachorro está na areia que está se espalhando no ar,Um cachorro está na areia que está sendo soprada pelo vento,Entailment,3208,4.8
Dois cachorros estão correndo rapidamente por um parque,Dois animais estão correndo pelo parque,Entailment,3209,4.5
Um homem está carregando uma árvore,Uma árvore está sendo apanhada por um homem,Entailment,3210,4.65
Uma mulher está desajeitadamente colocando carne em uma frigideira,A carne está sendo despejada em uma frigideira,Entailment,3211,4.2
Uma mulher está costurando com uma máquina,Uma mulher está usando uma máquina de costura,Entailment,3212,5
Um cachorro castanho está correndo por um caminho nevado,Um cachorro está correndo em um caminho nevado,Entailment,3213,4.5
Uma menina jovem está sentada em traje de banho,Uma menina jovem está sentada em um equipamento de natação,Entailment,3214,4.5
Um homem está apaixonadamente tocando um violão,Algum homem está apaixonadamente tocando um violão,Entailment,3215,4.9
Um homem está pulando em uma piscina de natação vazia,Um homem está pulando em uma piscina vazia,Entailment,3216,4.8
Dois homens estão de pé perto da água e estão segurando varas de pesca,Dois homens estão segurando varas de pescar,Entailment,3217,4.4
O cachorro com pelagem castanha está brincando ao ar livre,O cachorro castanho está brincando ao ar livre,Entailment,3218,4.8
Um homem está usando um capacete de proteção e dançando,Um homem com um chapéu duro está dançando,Entailment,3219,4.7
Um homem e uma mulher estão andando pela área arborizada,Um homem e uma mulher estão andando por uma área arborizada,Entailment,3220,4.5
As pessoas estão andando por uma rua movimentada,As pessoas estão andando por uma rua que está lotada,Entailment,3221,4.815
Dois ursos pandas estão deitados juntos,Dois pandas estão deitados juntos,Entailment,3222,5
Carne está sendo picada em pedaços por uma mulher,Uma senhora está cortando carne em pedaços,Entailment,3223,4.8
Uma jovem mulher está tocando o violão,Uma menina está tocando violão,Entailment,3224,4.5
O homem está levantando pesos,Os pesos estão sendo levantados pelo homem,Entailment,3225,4.9
A mulher está tocando a flauta,A flauta está sendo tocada pela mulher,Entailment,3226,4.9
Os ovos estão sendo rachados em uma tigela por uma mulher,Uma mulher está rachando ovos em uma tigela,Entailment,3227,4.9
Um papagaio está falando,O papagaio está falando,Entailment,3228,5
A mulher está fritando uma costeleta de porco empanada,Uma mulher está cozinhando uma costeleta de porco que está empanada,Entailment,3229,4.4
A mulher está pegando e segurando um bebê canguru,"Uma mulher está pegando e segurando um canguru, que é um bebê, nos braços",Entailment,3230,4.7
Um homem está enterrando uma bola de basquete no cesto e uma multidão está ao fundo,O jogador está enterrando a bola de basquete e uma multidão está ao fundo,Entailment,3231,4.7
Uma mulher de vestido vermelho está tocando um instrumento,Um instrumento está sendo tocado por uma mulher em um vestido vermelho,Entailment,3232,4.9
Duas pessoas usando roupas para neve estão no chão fazendo anjos da neve,Duas pessoas de roupas para neve estão deitadas na neve e estão fazendo anjos de neve,Entailment,3233,4.8
Duas pessoas estão sentadas em cadeiras de gramado e estão lendo livros,Algumas pessoas estão sentadas em cadeiras no gramado e estão lendo livros,Entailment,3234,4.65
Um cachorro está empurrando uma criança pequena para uma poça de chuva,O cachorro está empurrando um menino para a água,Entailment,3235,3.9
O homem está temperando as salsichas,O homem está temperando a carne,Entailment,3236,4.4
Os homens estão lutando com seus punhos em um ringue,Dois homens estão lutando com os punhos em um ringue,Entailment,3237,4.8
Algum gato está brincando com uma melancia,Um gato está brincando com uma melancia,Entailment,3238,4.9
A menina loira está dançando em frente ao equipamento de som,O equipamento na frente da menina loira dançando está tocando,Entailment,3239,3.9
A pessoa está escovando um gato,Uma pessoa está escovando um gato,Entailment,3240,5
O homem de chapéu branco está tocando violão no palco,Um homem de chapéu branco está tocando violão no palco,Entailment,3241,4.9
Um menino está pulando de uma plataforma e dois outros meninos estão de pé e assistindo,Um menino está pulando de uma plataforma e dois outros meninos estão de pé e o encarando,Entailment,3242,4.8
O homem está montando um cavalo perto de um riacho,Um cavalo está sendo montado por um homem,Entailment,3243,4.3
Uma mulher está coletando água da torneira em uma caneca,Uma mulher está coletando água de uma torneira em uma caneca,Entailment,3244,4.8
Um gato preto está balançando em um ventilador,Um gato está balançando em um ventilador,Entailment,3245,4.5
Uma pessoa está dobrando um pedaço de papel,Alguém está dobrando um pedaço de papel,Entailment,3246,4.8
Um homem está dançando,Um homem está realizando uma dança,Entailment,3247,4.8
Um cachorro preto está pulando de uma bola de feno para outra bola de feno,Um cachorro preto está saltando de uma bola de feno para outra bola de feno,Entailment,3248,4.8
Uma mulher velha está usando uma camisa com padrões de rosas e está desajeitadamente carregando dois jornais,Uma velha mulher está vestindo uma camisa com um padrão de rosas e está desajeitadamente carregando dois jornais,Entailment,3249,4.8
O homem está comendo,A pessoa está comendo,Entailment,3250,4.4
O praticante de snowboard está saltando sobre da neve branca,O praticante de snowboard está saltando corajosamente sobre a neve branca,None,3251,4.5
Uma pessoa está chutando uma bola de futebol de campo entre os pés,Não tem nenhuma pessoa chutando uma bola de futebol de campo entre as pernas de alguém,None,3252,3.2
A mulher está adicionando açúcar à carne,A mulher não está adicionando açúcar à carne,None,3253,3.6
Uma criança está batendo em uma bola de beisebol,Um menino está batendo numa bola de beisebol,None,3254,4.4
"Um cachorro ao lado de uma árvore, que provavelmente é um pinheiro, está mordendo um balde",Um cachorro que é peludo e preto está em um quintal dos fundos e está carregando uma cesta em sua boca,None,3255,2.5
Uma mulher está fatiando uma batata,Uma mulher está fatiando uma cenoura,None,3256,3.2
Um lêmure está comendo,O animal com olhos grandes está dormindo,None,3257,2.7
"Uma menina pequena está tocando um piano, que é muito grande, no palco",Uma menina pequena está tocando um piano de cauda no palco,None,3258,4.4
A menina com uniforme azul e branco não está torcendo,"Uma menina de uniforme, que é azul, está levantando seu braço",None,3259,2.7
Um homem está fritando uma tortilha,Não tem nenhum homem fritando uma tortilha,None,3260,3.8
Um homem está polvilhando tempero em vários pães fatiados e com manteiga,Um homem está fatiando um pouco de alho e guardando o pão,None,3261,3
Um cachorro castanho está ajudando outro animal na frente do homem de calça,Dois cachorros estão lutando e se abraçando,None,3262,2.3
O homem não está cortando uma placa de papel,Um homem está cortando uma placa de papel,None,3263,3.6
Uma multidão de pessoas está perto da água,Um grupo de crianças vestindo a mesma roupa está esperando em um portão e uma está beijando a mãe,None,3264,1.6
Não tem nenhum cachorro correndo e carregando um objeto na boca,Um cachorro está perseguindo outro e está segurando uma vara na sua boca,None,3265,3.1
Uma mulher está fatiando uma pimenta verde,A mulher com a faca não está fatiando uma pimenta,None,3266,3.3
Um capacete preto está sendo usado por um homem que está empurrando uma bicicleta,Um motociclista está usando um equipamento que é preto,None,3267,3.5
Algumas crianças estão pulando em um trampolim,Dois meninos estão brincando em um trampolim,None,3268,4.1
Uma mulher sentada está cantando uma música e tocando violão,Uma mulher em uma pedra está deitada sobre um cobertor e lendo um livro,None,3269,2.6
Um cachorro está empurrando uma criança pequena dentro de uma poça de chuva,O cachorro não está empurrando o menino na água,None,3270,3.75
Não tem nenhum homem montando um touro mecânico,Um homem está montando um touro mecânico,None,3271,4.4
A pessoa está cuidadosamente fatiando uma batata,O homem está fatiando a batata,None,3272,4.3
Um homem está dançando,Um homem está cantando apaixonadamente,None,3273,2.4
Um homem branco está passeando com um cachorro pela água marrom com dificuldade,Um cachorro branco e castanho está andando pela água com dificuldade,None,3274,3.6
A mulher usando calça prata com boca de sino rosa e um cachecol vermelho está andando de bicicleta alegremente,Uma mulher que está usando um boá rosa está andando de bicicleta por uma ponte construída para pedestres,None,3275,3
Um homem está cantando apaixonadamente,Um homem está dançando,None,3276,2.4
Um homem está extraindo perigosamente facas de uma árvore,O homem está fazendo um truque de magia,None,3277,2
Uma pessoa está fatiando uma cenoura em pedaços,Uma pessoa está juntando pedaços de uma cebola,None,3278,2.5
Um homem está imóvel,Um homem está dançando,None,3279,3.3
Um homem está entrando em um carro,Um homem está entrando em um carro em uma garagem,None,3280,4.2
Alguém está dando comida a um animal,Ninguém está alimentando um animal,None,3281,3.6
Um homem está despejando um prato de queijo ralado em uma panela de molho,A senhora está adicionando queijo ao molho,None,3282,3.7
Um animal está rolando de um lado para outro no jardim,Um cachorro está rolando de um lado para o outro,None,3283,4.2
Um gato está se afastando de um pouco de milho,Um gato está comendo um pouco de milho,None,3284,2.7
Uma mulher está fatiando uma cenoura,Uma senhora oriental está cortando uma cenoura em pedaços finos,None,3285,4.4
Um homem está tocando um instrumento,Um homem está tocando o violão,None,3286,4.4
Quatro pessoas estão flutuando em um bote,Pessoas estão remando perto de um bote que está sendo navegado,None,3287,2.9
Um homem está afagando um jacaré na boca,Vegetais picados estão sendo despejados dentro de uma panela no fogão por uma pessoa,None,3288,1
Alguns cavalos estão competindo furiosamente sobre a grama verde e pulando um obstáculo,Alguns corredores frenéticos sobre a grama verde estão gritando aos cavalos pulando um obstáculo,None,3289,3.4
Um homem está cortando um tronco com um machado,O homem está cortando um tronco de árvore com um machado,None,3290,3.7
Violão está sendo tocado por dois homens,Dois homens estão conversando,None,3291,1.45
Um cachorro que tem pelagem castanha e branca está trotando pelo raso,Não tem nenhum cachorro branco e castanho andando ansiosamente com dificuldade na água,None,3292,3.1
Uma mulher com um rabo de cavalo está subindo uma parede de pedra,Um homem com equipamento usado para escalar está debaixo de uma rocha branca vertical,None,3293,2.7
Alguns homens estão dançando,Algumas mulheres estão dançando,None,3294,3.5
Um homem está colocando alho em algumas fatias de pão,Não tem nenhum homem polvilhando tempero em muitas fatias amanteigadas de pão,None,3295,3.1
Um homem está apontando para um carro,Um homem está apontando para um sedã prateado,None,3296,4.4
Não tem nenhum macaco vadeando através de um pântano,Um macaco está vadeando pelo pântano,None,3297,3.6
Uma pessoa está levantando um bife com água,Um homem está lavando um grande pedaço de carne,None,3298,4
Uma mulher com um rabo de cavalo está subindo uma parede de pedra,"Um homem com equipamento de escalada está pendurado em uma rocha, que é vertical e branca",None,3299,3.1
Uma mulher está passando maquiagem,Uma mulher está passando batom,None,3300,4.2
Um grupo de crianças está brincando na casa e não tem nenhum homem parado ao fundo,Os meninos jovens estão brincando ao ar livre e o homem está sorrindo por perto,None,3301,3
Um homem está andando de bicicleta,Um homem está parando a bicicleta,None,3302,3.4
Um cachorro castanho está ajudando outro animal na frente do homem de calça,Um cachorro castanho está atacando outro animal em frente do homem de calça,None,3303,3.665
Uma mulher está fatiando um tomate,Uma mulher está refrigerando uma batata,None,3304,2.5
O elefante está sendo montado pela mulher,Uma pessoa está imprudentemente montando um cavalo,None,3305,1.8
As mulheres estão dançando do lado de fora,Não tem nenhum grupo de pessoas dançando,None,3306,3.4
Dois gatos estão brincando com uma bola vermelha,Dois cachorros castanhos estão disputando uma bola vermelha e estão brincando na grama,None,3307,2.95
A menina de camisa vermelha está soprando uma bolha,Uma jovem menina está assoprando uma bolha que é muito pequenina,None,3308,3.8
Um homem está chutando uma bola,Um homem está misturando o conteúdo de uma tigela,None,3309,1.1
Uma mulher está pegando e segurando um bebê canguru em seus braços,Uma mulher está soltando um bebê canguru dos seus braços,None,3310,3.3
O papel está sendo cortado com tesoura,O pedaço de papel não está sendo cortado,None,3311,3.5
Um homem está liderando a corrida,Alguns homens em uma competição estão correndo ao ar livre,None,3312,3.1
Duas crianças estão penduradas em um galho grande,Duas crianças e um adulto não estão parados próximos a um galho de árvore,None,3313,2.4
Uma flauta está sendo tocada por um homem,Uma flauta não está sendo tocada por um homem,None,3314,4.3
Um menino pequenino está brincando com um cachorro,Um bebê está alegremente brincando com um cachorro,None,3315,4.5
Um caminhão está rapidamente subindo um morro,Um pouco de água está sendo bebida por um gato,None,3316,1
Duas mulheres jovens estão brigando em uma luta de kickboxing,Duas pessoas estão lutando kickboxing e espectadores estão assistindo,None,3317,3.9
Um homem está misturando o conteúdo de uma tigela,Um homem está chutando uma bola,None,3318,1.1
Não há nenhum homem apertando os botões de um microondas,Um homem está apertando os botões de um micro-ondas,None,3319,3.1
Uma flauta está sendo tocada por uma menina,Não tem nenhuma mulher tocando uma flauta,None,3320,3.4
Um homem está do lado de fora e está lançando lâminas em um alvo que está próximo,O homem está atirando facas na árvore,None,3321,3.6
Um homem está andando de moto,O cavalo está sendo montado por um homem,None,3322,2.1
Um homem está tirando fotos de um lago,O homem está configurando a câmera e tirando fotos do pôr-do-sol na praia,None,3323,3.4
Não tem nenhum homem sentado na cadeira,"A menina, que é pequena, está penteando o cabelo em um rabo de cavalo",None,3324,1
Um gato está engatinhando debaixo de uma peça de mobiliário,Um gato não está rastejando embaixo de um móvel,None,3325,3.8
Dois cachorros estão dormindo perto de uma árvore,Um cachorro está saltando alto no ar e outro está observando,None,3326,2.6
A pessoa está comendo,Um homem está comendo alguma comida,None,3327,4.4
A tartaruga não está seguindo o peixe,A tartaruga está seguindo o peixe,None,3328,4
Um homem está abrindo um pacote que contém fones de ouvido,Um homem está cantando e tocando o violão,None,3329,1.5
Um homem está cuspindo,Um homem está cuspindo no chão,None,3330,4.7
Vegetais picados estão sendo despejados dentro de uma panela no fogão por uma pessoa,Um homem está afagando um jacaré na boca,None,3331,1
Uma criança está batendo em uma bola de beisebol,Uma família está assistindo um menino pequeno que está batendo em uma bola de beisebol,None,3332,4.1
Um animal está descansando,Um esquilo está correndo em círculos,None,3333,1.7
Um homem está passando fita em uma caixa cortada,Um homem está cortando uma caixa,None,3334,3.4
O ciclista está realizando um truque no ar,Um homem está fazendo um truque com uma bicicleta em pleno ar,None,3335,4.1
Um homem está tocando um teclado eletrônico,Não tem nenhum homem tocando um teclado eletrônico,None,3336,3.2
Um cachorro no quintal está carregando peles negras na cesta em sua boca,Um cachorro que é peludo e preto está em um quintal dos fundos e está carregando uma cesta em sua boca,None,3337,3.9
O menino não está tocando o piano alegremente,Um piano está sendo tocado por um homem,None,3338,2.4
O cervo está pulando sobre uma cerca,Um cervo selvagem está pulando uma cerca,None,3339,4.5
Vários furões estão escalando para fora da gaiola,Vários furões estão escalando para dentro da gaiola,None,3340,3.8
Um trenó está cheio de crianças,Um menino em um morro coberto de neve está vestindo uma blusa vermelha e um chapéu preto e deslizando nos seus joelhos,None,3341,2.7
Uma mulher está fatiando uma batata,O homem está fatiando vegetais,None,3342,3
Um homem está tocando dois teclados,Um gato está tocando um teclado,None,3343,2.1
Um jogador está correndo com a bola,Futebol está sendo jogado por dois times concorrentes,None,3344,3
Uma mulher está libertando um peixe,Uma mulher está desossando um peixe,None,3345,2.7
Uma dupla de meninos está jogando um videogame,Dois meninos no sofá estão jogando vídeo games,None,3346,4.4
O menino está tocando o piano,O menino não está tocando o piano,None,3347,3
Um homem está em silêncio,Um homem está cantando,None,3348,2.8
Três meninas adolescentes estão dançando na sala,Algumas meninas na adolescência estão dançando para a câmera,None,3349,3.6
Uma pessoa está usando um chapéu e está sentada na grama,Um homem está correndo em um campo,None,3350,1.4
Um menino está tocando um teclado,Não tem nenhum menino tocando um teclado,None,3351,3.7
Um homem está segurando um sapo descuidadamente,Um homem está enchendo um recipiente feito de plástico,None,3352,1.2
Um homem está andando a cavalo,Um homem está dirigindo um veículo,None,3353,3.5
Um menino em um escorregador vermelho e preto está vestindo uma jaqueta e um chapéu e tem seus joelhos cobertos de neve,Uma criança está escorregando na neve,None,3354,3.6
A mulher está tocando a flauta,A mulher não está tocando a flauta,None,3355,4.2
O homem está fazendo exercícios no chão,O homem não está fazendo exercícios de chão,None,3356,4.1
Não tem nenhuma pessoa descascando uma cebola,A pessoa está fatiando cebolas,None,3357,3.1
Não tem nenhum homem fazendo uma pose sendo observado por outro homem,Um homem fazendo uma pose está sendo observado por outro homem,None,3358,3.7
Duas pessoas estão passeando dois cachorros com pelagens douradas na neve,Duas pessoas estão na neve sem usar roupas que proporcionam camuflagem,None,3359,2.1
Uma mulher está se livrando de uma flauta,Uma mulher está tocando flauta,None,3360,4
Uma chita está perseguindo suas presas através de um campo,Uma chita está perseguindo sem ar sua presa através de um campo,None,3361,4.4
Diversos nadadores estão pulando para fora de água,Vários nadadores estão pulando na água,None,3362,4.1
Um homem e uma mulher não estão comendo,Um homem e uma mulher estão conversando,None,3363,3
Um homem está saindo da água,Um homem está surgindo de um pântano,None,3364,4.3
Um pai está lançando sua filha em uma piscina,O homem está jogando uma criança dentro de uma piscina que está perto do oceano,None,3365,4.2
Uma menina está escovando seus cabelos,Um menino está penteando seu cabelo,None,3366,3.1
Um homem está tocando um violão,Não tem nenhuma mulher tocando um violão elétrico,None,3367,3.6
O menino está andando em um triciclo,Uma mulher está pilotando uma moto para água,None,3368,1.4
Uma multidão de pessoas está perto da água,Um grupo de mães de uniforme está parado perto das crianças e uma está beijando o portão,None,3369,1.7
Um homem está polvilhando tempero em vários pães fatiados e com manteiga,Um homem está colocando alho em algumas fatias de pão,None,3370,3.9
Uma pessoa está juntando pedaços de uma cebola,Uma pessoa está cortando uma cebola em pedaços,None,3371,3.4
Um homem está parado,Um homem está correndo estrada abaixo,None,3372,2.7
Dois cachorros castanhos estão disputando uma bola vermelha e estão brincando na grama,Dois gatos estão brincando com uma bola vermelha,None,3373,2.95
Não tem nenhum cachorro correndo alegremente na grama,Um cachorro branco e um cachorro preto estão correndo lado a lado na grama verde,None,3374,3.2
Uma criança está tocando um violão,Um adolescente está tocando o violão,None,3375,4.3
O homem está jejuando,O homem está comendo,None,3376,3.2
Um menino está escalando para cima de uma parede de escalada e está preso a uma corda,Um alpinista na parede está preso com uma corda construída artificialmente ao menino escalando,None,3377,4.2
O piano está sendo tocado por alguém,Alguém está dando comida a um animal,None,3378,1
Uma pessoa está andando de bicicleta em uma só roda,Uma pessoa de blusa preta está fazendo truques em uma moto,None,3379,3.3
Um homem está jogando futebol de campo,Um homem está jogando beisebol com uma flauta,None,3380,1.965
Não tem nenhum homem comendo uma banana,Um homem está comendo uma banana,None,3381,3.3
Um homem está guardando um trompete,Um homem está tocando um trompete,None,3382,4.1
Um grupo de meninos está brincando com uma bola em frente a uma porta grande feita de madeira,Uma bola feita de madeira está sendo jogada pela porta em frente a um grande grupo de meninos,None,3383,3.6
Um homem está pensando,Uma mulher está pensando em um homem,None,3384,3.45
Um texugo está cavando a terra astutamente,Não tem nenhum texugo cavando a terra astutamente,None,3385,3.9
Alguém está batendo uma lente de câmera contra um prego,O homem está martelando um prego com uma câmera,None,3386,4.265
Uma mulher está removendo cosméticos de sua pálpebra,Uma mulher está colocando maquiagem em sua pálpebra,None,3387,3.3
Não tem nenhum homem executando um truque em uma bicicleta verde,Um homem está realizando um truque em uma bicicleta verde,None,3388,4.8
Um homem está montando um animal,Um homem está dirigindo um carro,None,3389,1.3
Duas equipes estão jogando futebol de campo,Times diferentes estão jogando futebol no campo,None,3390,3.8
Um trem de brinquedo está sem um carro de brinquedo,Um trem de brinquedo está atingindo um carro de brinquedo,None,3391,3.6
Um cervo está pulando uma cerca,Um cervo não está pulando sobre a cerca,None,3392,3.55
Uma mulher está descascando uma batata,Não tem nenhuma mulher descascando uma batata,None,3393,2.8
Uma pessoa está tocando o teclado,Um pianista está tocando o teclado,None,3394,4.2
Um gato está jogando com um dispositivo,O menino não está brincando na lama,None,3395,1.4
Não tem nenhuma mulher espremendo o suco de um limão,Uma mulher está espremendo suco de um limão,None,3396,3.6
Um cachorro está animadamente brincando com água na grama,O cachorro está mordendo algumas gotas de água,None,3397,3.2
Não tem nenhum macaco andando de bicicleta,Um homem está andando de bicicleta,None,3398,2.6
Uma mulher está vestindo uma touca egípcia,A mulher com um chapéu preto está usando óculos de sol,None,3399,2.3
Uma mulher com um rabo de cavalo está subindo uma parede de pedra,Uma mulher com tranças está escalando uma parede de pedra,None,3400,4.2
O homem está configurando a câmera e tirando fotos do pôr-do-sol na praia,Um homem está tirando fotos de um lago,None,3401,3.4
A mulher está medindo a outra mulher,A senhora está medindo o tornozelo de outra mulher,None,3402,4.7
A menina de uniforme azul e branco está torcendo,"Uma menina em um uniforme, que é azul, está rapidamente levantando seu braço",None,3403,3.8
Pessoas mascaradas estão olhando na mesma direção em uma floresta,Uma menina pequena está olhando para uma mulher de fantasia,None,3404,1.3
Um homem está andando pela estrada,Um homem está vagarosamente andando por uma estrada,None,3405,4.435
Uma pessoa está fatiando um pedaço de pão,Não tem nenhum homem fatiando um pouco de pão,None,3406,3.7
Alguns ingredientes estão sendo misturados em uma tigela por uma pessoa,Uma mulher está vigorosamente quebrando dois ovos em uma tigela,None,3407,3.6
Um guitarrista tem cabelo loiro e esvoaçante,Uma pessoa tem cabelo loiro e esvoaçante e está tocando violão,None,3408,4.7
Um homem está rindo,Um homem está gritando,None,3409,3.1
A carne está sendo despejada em uma frigideira,Uma frigideira está sendo despejada sobre a carne,None,3410,3.535
Um homem está tocando bateria,Não tem nenhum homem tocando a bateria,None,3411,4.3
